frame,landmark,x,y,z,visibility,exercise,reps,time
79,2,13,0.414281,0.447051,-0.176508,0.994654,rest,0,0.067
80,2,14,0.22984,0.436084,-0.03932,0.911612,rest,0,0.067
81,2,15,0.437554,0.592982,-0.244655,0.978316,rest,0,0.067
82,2,16,0.195844,0.577211,-0.142566,0.850792,rest,0,0.067
83,2,17,0.45833,0.633975,-0.276869,0.945352,rest,0,0.067
84,2,18,0.175666,0.618179,-0.167312,0.765831,rest,0,0.067
85,2,19,0.451803,0.638694,-0.319643,0.952372,rest,0,0.067
86,2,20,0.177653,0.62273,-0.221118,0.78702,rest,0,0.067
87,2,21,0.442748,0.624578,-0.261171,0.947071,rest,0,0.067
88,2,22,0.187543,0.609801,-0.166913,0.781243,rest,0,0.067
89,2,23,0.351684,0.561302,-0.031616,0.998396,rest,0,0.067
90,2,24,0.270555,0.561308,0.031475,0.997011,rest,0,0.067
91,2,25,0.352672,0.8021,-0.115961,0.681162,rest,0,0.067
92,2,26,0.27129,0.795147,0.001892,0.66645,rest,0,0.067
93,2,27,0.366399,0.975701,0.163347,0.485527,rest,0,0.067
94,2,28,0.274457,0.969832,0.249564,0.37446,rest,0,0.067
95,2,29,0.368942,0.995587,0.180766,0.158986,rest,0,0.067
96,2,30,0.282693,1.006406,0.266653,0.190394,rest,0,0.067
97,2,31,0.364853,1.054833,0.013192,0.358146,rest,0,0.067
98,2,32,0.275106,1.055924,0.089007,0.334107,rest,0,0.067
99,3,0,0.275808,0.151108,-0.358362,0.999916,rest,0,0.1
100,3,1,0.286527,0.132542,-0.352472,0.999779,rest,0,0.1
101,3,2,0.291622,0.132081,-0.35255,0.999792,rest,0,0.1
102,3,3,0.29809,0.131608,-0.352663,0.999824,rest,0,0.1
103,3,4,0.273277,0.133969,-0.334786,0.99962,rest,0,0.1
104,3,5,0.270485,0.134736,-0.334836,0.999585,rest,0,0.1
105,3,6,0.267788,0.135296,-0.33492,0.999573,rest,0,0.1
106,3,7,0.318338,0.144127,-0.276378,0.999766,rest,0,0.1
107,3,8,0.274329,0.14959,-0.197367,0.999046,rest,0,0.1
108,3,9,0.289001,0.172903,-0.327897,0.999954,rest,0,0.1
109,3,10,0.272472,0.174759,-0.305258,0.999896,rest,0,0.1
110,3,11,0.385077,0.277031,-0.205895,0.999932,rest,0,0.1
111,3,12,0.246395,0.27892,-0.109443,0.99962,rest,0,0.1
112,3,13,0.416124,0.445516,-0.139423,0.994631,rest,0,0.1
113,3,14,0.229846,0.433735,-0.035345,0.915231,rest,0,0.1
114,3,15,0.448999,0.58522,-0.197998,0.979308,rest,0,0.1
115,3,16,0.195237,0.569107,-0.123914,0.86146,rest,0,0.1
116,3,17,0.472867,0.624359,-0.224273,0.947997,rest,0,0.1
117,3,18,0.175189,0.6083,-0.14491,0.781918,rest,0,0.1
118,3,19,0.468891,0.628362,-0.265894,0.954656,rest,0,0.1
119,3,20,0.177612,0.61132,-0.194712,0.80156,rest,0,0.1
120,3,21,0.459403,0.616275,-0.214387,0.949937,rest,0,0.1
121,3,22,0.18742,0.600231,-0.146499,0.796093,rest,0,0.1
122,3,23,0.351933,0.561514,-0.026092,0.998386,rest,0,0.1
123,3,24,0.270566,0.561716,0.025929,0.997089,rest,0,0.1
124,3,25,0.353369,0.802126,-0.114198,0.66222,rest,0,0.1
125,3,26,0.271915,0.795632,-0.001645,0.651689,rest,0,0.1
126,3,27,0.369097,0.976257,0.127362,0.4525,rest,0,0.1
127,3,28,0.274952,0.969257,0.213763,0.355135,rest,0,0.1
128,3,29,0.369013,0.990789,0.141112,0.150623,rest,0,0.1
129,3,30,0.283571,1.006844,0.228546,0.18021,rest,0,0.1
130,3,31,0.369635,1.055188,-0.015127,0.332357,rest,0,0.1
131,3,32,0.275537,1.056033,0.062741,0.31448,rest,0,0.1
132,4,0,0.275782,0.15139,-0.342656,0.99992,rest,0,0.133
133,4,1,0.286184,0.132546,-0.336186,0.999788,rest,0,0.133
134,4,2,0.29116,0.132074,-0.336273,0.9998,rest,0,0.133
135,4,3,0.297672,0.131551,-0.336407,0.99983,rest,0,0.133
136,4,4,0.273235,0.134033,-0.31937,0.99964,rest,0,0.133
137,4,5,0.270453,0.13481,-0.319394,0.999607,rest,0,0.133
138,4,6,0.267719,0.135377,-0.319457,0.999594,rest,0,0.133
139,4,7,0.318275,0.143773,-0.25701,0.999772,rest,0,0.133
140,4,8,0.274259,0.149574,-0.181947,0.999102,rest,0,0.133
141,4,9,0.288632,0.172912,-0.310949,0.999955,rest,0,0.133
142,4,10,0.272482,0.174801,-0.289377,0.999898,rest,0,0.133
143,4,11,0.384661,0.276491,-0.183884,0.999934,rest,0,0.133
144,4,12,0.246394,0.277652,-0.09831,0.999647,rest,0,0.133
145,4,13,0.41698,0.437863,-0.11801,0.994764,rest,0,0.133
146,4,14,0.229914,0.429521,-0.026619,0.917782,rest,0,0.133
147,4,15,0.459943,0.571397,-0.187581,0.98065,rest,0,0.133
148,4,16,0.195198,0.559653,-0.117084,0.87125,rest,0,0.133
149,4,17,0.482351,0.608253,-0.21577,0.951333,rest,0,0.133
150,4,18,0.17522,0.597147,-0.139204,0.796958,rest,0,0.133
151,4,19,0.478832,0.611676,-0.258427,0.957577,rest,0,0.133
152,4,20,0.177626,0.599672,-0.189544,0.815149,rest,0,0.133
153,4,21,0.471016,0.602659,-0.20472,0.953342,rest,0,0.133
154,4,22,0.187392,0.590541,-0.13998,0.809898,rest,0,0.133
155,4,23,0.351688,0.561195,-0.02003,0.998425,rest,0,0.133
156,4,24,0.270476,0.56045,0.019861,0.997197,rest,0,0.133
157,4,25,0.353653,0.802373,-0.111855,0.637904,rest,0,0.133
158,4,26,0.272205,0.795573,-0.016714,0.633027,rest,0,0.133
159,4,27,0.369634,0.976213,0.120591,0.420053,rest,0,0.133
160,4,28,0.275677,0.969758,0.187509,0.33504,rest,0,0.133
161,4,29,0.369374,0.989175,0.134239,0.142874,rest,0,0.133
162,4,30,0.28376,1.00578,0.20135,0.169446,rest,0,0.133
163,4,31,0.37427,1.051295,-0.018886,0.307787,rest,0,0.133
164,4,32,0.276858,1.055126,0.036279,0.294788,rest,0,0.133
165,5,0,0.275592,0.152757,-0.275896,0.999925,rest,0,0.167
166,5,1,0.285676,0.133484,-0.27171,0.999799,rest,0,0.167
167,5,2,0.290482,0.132699,-0.271798,0.99981,rest,0,0.167
168,5,3,0.296944,0.131893,-0.271919,0.999838,rest,0,0.167
169,5,4,0.273166,0.135371,-0.253425,0.999662,rest,0,0.167
170,5,5,0.270416,0.136152,-0.253423,0.999631,rest,0,0.167
171,5,6,0.267688,0.136628,-0.253478,0.999618,rest,0,0.167
172,5,7,0.318065,0.143781,-0.205744,0.999782,rest,0,0.167
173,5,8,0.274266,0.149817,-0.123751,0.999163,rest,0,0.167
174,5,9,0.28806,0.173501,-0.249082,0.999956,rest,0,0.167
175,5,10,0.272478,0.17553,-0.225486,0.999901,rest,0,0.167
176,5,11,0.384436,0.275948,-0.148657,0.999937,rest,0,0.167
177,5,12,0.246406,0.276052,-0.052833,0.999674,rest,0,0.167
178,5,13,0.417122,0.431343,-0.091567,0.994911,rest,0,0.167
179,5,14,0.230174,0.42512,0.01047,0.919817,rest,0,0.167
180,5,15,0.465566,0.561134,-0.154635,0.982023,rest,0,0.167
181,5,16,0.195208,0.55167,-0.079894,0.880864,rest,0,0.167
182,5,17,0.487404,0.594463,-0.182196,0.954814,rest,0,0.167
183,5,18,0.175233,0.587992,-0.102359,0.811909,rest,0,0.167
184,5,19,0.484924,0.597274,-0.223985,0.960623,rest,0,0.167
185,5,20,0.177681,0.590451,-0.151363,0.828703,rest,0,0.167
186,5,21,0.477322,0.590741,-0.171459,0.956819,rest,0,0.167
187,5,22,0.187416,0.58244,-0.102789,0.823685,rest,0,0.167
188,5,23,0.350867,0.560447,-0.020034,0.998471,rest,0,0.167
189,5,24,0.270273,0.558588,0.019886,0.997311,rest,0,0.167
190,5,25,0.353648,0.802366,-0.111031,0.614092,rest,0,0.167
191,5,26,0.272336,0.795465,-0.018884,0.614323,rest,0,0.167
192,5,27,0.372116,0.97897,0.095346,0.389205,rest,0,0.167
193,5,28,0.276725,0.97103,0.175884,0.315313,rest,0,0.167
194,5,29,0.370904,0.98892,0.106571,0.133972,rest,0,0.167
195,5,30,0.283658,1.006255,0.18863,0.158757,rest,0,0.167
196,5,31,0.37331,1.053223,-0.044217,0.284746,rest,0,0.167
197,5,32,0.276695,1.05637,0.030183,0.276226,rest,0,0.167
198,6,0,0.275585,0.15474,-0.277242,0.99993,rest,0,0.2
199,6,1,0.285448,0.136581,-0.271775,0.99981,rest,0,0.2
200,6,2,0.290242,0.135511,-0.271861,0.99982,rest,0,0.2
201,6,3,0.296771,0.134156,-0.27198,0.999846,rest,0,0.2
202,6,4,0.273125,0.13831,-0.254175,0.999684,rest,0,0.2
203,6,5,0.270389,0.138859,-0.254164,0.999655,rest,0,0.2
204,6,6,0.267621,0.139124,-0.254217,0.999642,rest,0,0.2
205,6,7,0.317894,0.144496,-0.202179,0.999793,rest,0,0.2
206,6,8,0.274101,0.150902,-0.123277,0.99922,rest,0,0.2
207,6,9,0.287964,0.175049,-0.249444,0.999958,rest,0,0.2
208,6,10,0.272491,0.176969,-0.226735,0.999905,rest,0,0.2
209,6,11,0.384192,0.275957,-0.145975,0.999941,rest,0,0.2
210,6,12,0.246421,0.275903,-0.051744,0.999699,rest,0,0.2
211,6,13,0.417475,0.428831,-0.089042,0.995038,rest,0,0.2
212,6,14,0.230347,0.42281,0.012273,0.921761,rest,0,0.2
213,6,15,0.467116,0.555211,-0.156546,0.983217,rest,0,0.2
214,6,16,0.195216,0.546862,-0.078834,0.889342,rest,0,0.2
215,6,17,0.489068,0.586397,-0.184463,0.957854,rest,0,0.2
216,6,18,0.175249,0.582326,-0.101133,0.8251,rest,0,0.2
217,6,19,0.487102,0.588518,-0.22605,0.963285,rest,0,0.2
218,6,20,0.177696,0.58461,-0.149759,0.84062,rest,0,0.2
219,6,21,0.478822,0.582578,-0.173407,0.95988,rest,0,0.2
220,6,22,0.187414,0.576771,-0.101599,0.835853,rest,0,0.2
221,6,23,0.350863,0.559849,-0.019314,0.998505,rest,0,0.2
222,6,24,0.270325,0.557857,0.01919,0.997397,rest,0,0.2
223,6,25,0.353451,0.802325,-0.10982,0.594504,rest,0,0.2
224,6,26,0.272502,0.795678,-0.020872,0.59842,rest,0,0.2
225,6,27,0.37154,0.978869,0.092099,0.362088,rest,0,0.2
226,6,28,0.276264,0.972161,0.170088,0.297708,rest,0,0.2
227,6,29,0.37092,0.98844,0.103119,0.12649,rest,0,0.2
228,6,30,0.28362,1.004746,0.182483,0.149287,rest,0,0.2
229,6,31,0.372844,1.051617,-0.045985,0.26421,rest,0,0.2
230,6,32,0.276768,1.055426,0.025378,0.259422,rest,0,0.2
231,7,0,0.275571,0.155764,-0.279869,0.999933,rest,0,0.233
232,7,1,0.285262,0.137685,-0.27305,0.999819,rest,0,0.233
233,7,2,0.29004,0.136553,-0.273144,0.999828,rest,0,0.233
234,7,3,0.296593,0.135022,-0.273269,0.999853,rest,0,0.233
235,7,4,0.273096,0.139301,-0.255945,0.999702,rest,0,0.233
236,7,5,0.270376,0.139772,-0.255932,0.999674,rest,0,0.233
237,7,6,0.2676,0.139927,-0.25599,0.99966,rest,0,0.233
238,7,7,0.317753,0.144831,-0.197476,0.9998,rest,0,0.233
239,7,8,0.274026,0.151243,-0.120789,0.999267,rest,0,0.233
240,7,9,0.287806,0.176073,-0.249895,0.999959,rest,0,0.233
241,7,10,0.272496,0.177791,-0.227835,0.999908,rest,0,0.233
242,7,11,0.383624,0.275948,-0.140622,0.999943,rest,0,0.233
243,7,12,0.246485,0.275465,-0.043345,0.99972,rest,0,0.233
244,7,13,0.417452,0.427007,-0.083325,0.995123,rest,0,0.233
245,7,14,0.230386,0.420782,0.02097,0.923254,rest,0,0.233
246,7,15,0.467832,0.553179,-0.15714,0.984276,rest,0,0.233
247,7,16,0.195126,0.544438,-0.076025,0.897109,rest,0,0.233
248,7,17,0.48998,0.584056,-0.186294,0.960576,rest,0,0.233
249,7,18,0.175193,0.57937,-0.09937,0.837234,rest,0,0.233
250,7,19,0.487947,0.586311,-0.228656,0.965674,rest,0,0.233
251,7,20,0.177337,0.581268,-0.148768,0.851602,rest,0,0.233
252,7,21,0.479522,0.580238,-0.174534,0.962628,rest,0,0.233
253,7,22,0.18697,0.57356,-0.099258,0.847049,rest,0,0.233
254,7,23,0.350884,0.559844,-0.020027,0.998534,rest,0,0.233
255,7,24,0.270421,0.557774,0.019906,0.997463,rest,0,0.233
256,7,25,0.353131,0.802628,-0.110701,0.575478,rest,0,0.233
257,7,26,0.272479,0.795646,-0.020055,0.580859,rest,0,0.233
258,7,27,0.370999,0.97949,0.092754,0.336704,rest,0,0.233
259,7,28,0.275979,0.971993,0.182073,0.280431,rest,0,0.233
260,7,29,0.370754,0.988162,0.104301,0.119077,rest,0,0.233
261,7,30,0.282966,1.004976,0.195419,0.140365,rest,0,0.233
262,7,31,0.371113,1.053886,-0.048673,0.244954,rest,0,0.233
263,7,32,0.276261,1.05608,0.034795,0.243222,rest,0,0.233
264,8,0,0.275553,0.156575,-0.294843,0.999938,rest,0,0.267
265,8,1,0.285147,0.138671,-0.28958,0.99983,rest,0,0.267
266,8,2,0.289936,0.137506,-0.289671,0.999838,rest,0,0.267
267,8,3,0.296529,0.13587,-0.289802,0.999861,rest,0,0.267
268,8,4,0.27305,0.140199,-0.270918,0.999722,rest,0,0.267
269,8,5,0.270342,0.140588,-0.270902,0.999695,rest,0,0.267
270,8,6,0.267532,0.140675,-0.270948,0.999682,rest,0,0.267
271,8,7,0.317668,0.14513,-0.218661,0.999812,rest,0,0.267
272,8,8,0.27389,0.151616,-0.135019,0.999319,rest,0,0.267
273,8,9,0.287715,0.176719,-0.266473,0.999961,rest,0,0.267
274,8,10,0.272494,0.178408,-0.242375,0.999913,rest,0,0.267
275,8,11,0.383623,0.275916,-0.16093,0.999947,rest,0,0.267
276,8,12,0.246485,0.275376,-0.053087,0.999741,rest,0,0.267
277,8,13,0.417569,0.427708,-0.101874,0.995314,rest,0,0.267
278,8,14,0.230387,0.420345,0.018548,0.925206,rest,0,0.267
279,8,15,0.468216,0.555973,-0.172231,0.985392,rest,0,0.267
280,8,16,0.194819,0.545071,-0.076949,0.904588,rest,0,0.267
281,8,17,0.489566,0.587819,-0.201268,0.963357,rest,0,0.267
282,8,18,0.174974,0.580066,-0.098994,0.848827,rest,0,0.267
283,8,19,0.486973,0.590059,-0.243411,0.968103,rest,0,0.267
284,8,20,0.176756,0.582768,-0.14872,0.8621,rest,0,0.267
285,8,21,0.479042,0.583543,-0.18913,0.965369,rest,0,0.267
286,8,22,0.186357,0.574744,-0.10016,0.857748,rest,0,0.267
287,8,23,0.350879,0.559806,-0.02066,0.998592,rest,0,0.267
288,8,24,0.270388,0.557329,0.020533,0.997566,rest,0,0.267
289,8,25,0.353126,0.803449,-0.117303,0.558331,rest,0,0.267
290,8,26,0.272467,0.795571,-0.019217,0.566862,rest,0,0.267
291,8,27,0.370699,0.979464,0.095122,0.313712,rest,0,0.267
292,8,28,0.275825,0.972144,0.190014,0.265225,rest,0,0.267
293,8,29,0.371044,0.98792,0.108061,0.112769,rest,0,0.267
294,8,30,0.282659,1.004299,0.204291,0.132531,rest,0,0.267
295,8,31,0.371169,1.053441,-0.042797,0.22767,rest,0,0.267
296,8,32,0.27593,1.056016,0.04528,0.228829,rest,0,0.267
297,9,0,0.275552,0.157482,-0.287748,0.999941,rest,0,0.3
298,9,1,0.285086,0.139664,-0.281747,0.999838,rest,0,0.3
299,9,2,0.289869,0.138547,-0.281833,0.999845,rest,0,0.3
300,9,3,0.296472,0.136892,-0.28195,0.999867,rest,0,0.3
301,9,4,0.273037,0.141174,-0.264174,0.999738,rest,0,0.3
302,9,5,0.270338,0.141564,-0.264172,0.999712,rest,0,0.3
303,9,6,0.267521,0.141706,-0.264232,0.999699,rest,0,0.3
304,9,7,0.317603,0.145761,-0.208974,0.999818,rest,0,0.3
305,9,8,0.273805,0.152323,-0.130376,0.99936,rest,0,0.3
306,9,9,0.287693,0.177546,-0.258546,0.999962,rest,0,0.3
307,9,10,0.2725,0.179224,-0.235959,0.999915,rest,0,0.3
308,9,11,0.383625,0.275923,-0.149711,0.999948,rest,0,0.3
309,9,12,0.246583,0.275237,-0.052981,0.999759,rest,0,0.3
310,9,13,0.417607,0.428821,-0.090913,0.995363,rest,0,0.3
311,9,14,0.230369,0.420668,0.012576,0.926437,rest,0,0.3
312,9,15,0.466503,0.559204,-0.152982,0.986211,rest,0,0.3
313,9,16,0.194117,0.547478,-0.076656,0.910617,rest,0,0.3
314,9,17,0.488069,0.593214,-0.180435,0.965451,rest,0,0.3
315,9,18,0.174467,0.583228,-0.098341,0.858079,rest,0,0.3
316,9,19,0.484601,0.595468,-0.221892,0.969931,rest,0,0.3
317,9,20,0.176442,0.585733,-0.146815,0.870447,rest,0,0.3
318,9,21,0.47684,0.587755,-0.169693,0.967483,rest,0,0.3
319,9,22,0.185901,0.577447,-0.099188,0.866306,rest,0,0.3
320,9,23,0.350869,0.559705,-0.020218,0.998611,rest,0,0.3
321,9,24,0.270444,0.557262,0.020091,0.997643,rest,0,0.3
322,9,25,0.353225,0.803441,-0.103407,0.549593,rest,0,0.3
323,9,26,0.272485,0.795547,-0.019731,0.561628,rest,0,0.3
324,9,27,0.37111,0.980686,0.10538,0.297861,rest,0,0.3
325,9,28,0.276656,0.972664,0.170789,0.257641,rest,0,0.3
326,9,29,0.371146,0.988074,0.117324,0.108606,rest,0,0.3
327,9,30,0.285995,0.991693,0.182716,0.127445,rest,0,0.3
328,9,31,0.371806,1.05438,-0.033117,0.215121,rest,0,0.3
329,9,32,0.275844,1.058481,0.023368,0.220337,rest,0,0.3
330,10,0,0.275553,0.159,-0.316389,0.999943,rest,0,0.333
331,10,1,0.285085,0.140837,-0.309342,0.999841,rest,0,0.333
332,10,2,0.289887,0.139769,-0.309455,0.999848,rest,0,0.333
333,10,3,0.296487,0.138031,-0.30961,0.999868,rest,0,0.333
334,10,4,0.273014,0.142412,-0.290595,0.999747,rest,0,0.333
335,10,5,0.270306,0.142795,-0.290572,0.999723,rest,0,0.333
336,10,6,0.267441,0.142961,-0.290634,0.99971,rest,0,0.333
337,10,7,0.317568,0.146769,-0.223991,0.999816,rest,0,0.333
338,10,8,0.273627,0.153591,-0.134783,0.999388,rest,0,0.333
339,10,9,0.287689,0.17881,-0.283975,0.999961,rest,0,0.333
340,10,10,0.2725,0.180443,-0.259491,0.999915,rest,0,0.333
341,10,11,0.384388,0.279038,-0.172052,0.999946,rest,0,0.333
342,10,12,0.246948,0.278512,-0.088913,0.999773,rest,0,0.333
343,10,13,0.418052,0.436357,-0.11196,0.995274,rest,0,0.333
344,10,14,0.230405,0.423257,-0.024017,0.928433,rest,0,0.333
345,10,15,0.464514,0.569031,-0.172294,0.986605,rest,0,0.333
346,10,16,0.192694,0.55138,-0.100287,0.915698,rest,0,0.333
347,10,17,0.486076,0.604594,-0.198456,0.966422,rest,0,0.333
348,10,18,0.172485,0.586176,-0.117907,0.865494,rest,0,0.333
349,10,19,0.482567,0.608753,-0.240106,0.970787,rest,0,0.333
350,10,20,0.17493,0.588025,-0.162581,0.877139,rest,0,0.333
351,10,21,0.474383,0.59796,-0.189027,0.968643,rest,0,0.333
352,10,22,0.184606,0.580398,-0.121002,0.873187,rest,0,0.333
353,10,23,0.351713,0.559969,-0.015268,0.998525,rest,0,0.333
354,10,24,0.2708,0.55817,0.015088,0.997625,rest,0,0.333
355,10,25,0.35389,0.80486,-0.085973,0.53906,rest,0,0.333
356,10,26,0.272535,0.79586,-0.023741,0.556061,rest,0,0.333
357,10,27,0.371258,0.982194,0.116631,0.282325,rest,0,0.333
358,10,28,0.277248,0.973553,0.161078,0.248949,rest,0,0.333
359,10,29,0.371333,0.988222,0.130254,0.10523,rest,0,0.333
360,10,30,0.287409,0.985721,0.172492,0.122,rest,0,0.333
361,10,31,0.372413,1.05512,-0.026258,0.202764,rest,0,0.333
362,10,32,0.279005,1.061836,0.006516,0.211068,rest,0,0.333
363,11,0,0.275525,0.159909,-0.298166,0.999943,rest,0,0.367
364,11,1,0.285063,0.141569,-0.293726,0.99984,rest,0,0.367
365,11,2,0.289888,0.14059,-0.293805,0.999847,rest,0,0.367
366,11,3,0.296502,0.138904,-0.293909,0.999867,rest,0,0.367
367,11,4,0.272935,0.143146,-0.274223,0.999752,rest,0,0.367
368,11,5,0.270214,0.143548,-0.274245,0.999729,rest,0,0.367
369,11,6,0.267243,0.143752,-0.274327,0.999716,rest,0,0.367
370,11,7,0.31755,0.147835,-0.227034,0.99981,rest,0,0.367
371,11,8,0.273293,0.154733,-0.13933,0.999406,rest,0,0.367
372,11,9,0.287662,0.179844,-0.271892,0.999959,rest,0,0.367
373,11,10,0.27246,0.181351,-0.246804,0.999912,rest,0,0.367
374,11,11,0.384692,0.280198,-0.172283,0.999944,rest,0,0.367
375,11,12,0.246957,0.280202,-0.070439,0.999783,rest,0,0.367
376,11,13,0.417959,0.440704,-0.113299,0.995144,rest,0,0.367
377,11,14,0.229945,0.424816,-0.004622,0.92961,rest,0,0.367
378,11,15,0.45475,0.57535,-0.157785,0.986748,rest,0,0.367
379,11,16,0.191074,0.557064,-0.075829,0.918928,rest,0,0.367
380,11,17,0.47814,0.615553,-0.18125,0.966938,rest,0,0.367
381,11,18,0.170524,0.593418,-0.092948,0.869952,rest,0,0.367
382,11,19,0.474109,0.620602,-0.220076,0.971189,rest,0,0.367
383,11,20,0.173153,0.596969,-0.139159,0.881081,rest,0,0.367
384,11,21,0.464056,0.607042,-0.172736,0.969329,rest,0,0.367
385,11,22,0.183302,0.587961,-0.097045,0.877455,rest,0,0.367
386,11,23,0.352661,0.560392,-0.015985,0.998476,rest,0,0.367
387,11,24,0.270947,0.560721,0.015812,0.997631,rest,0,0.367
388,11,25,0.35441,0.806193,-0.089986,0.532047,rest,0,0.367
